subdivision,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,Decade Population
tripura,1959,39.9,77.7,148.0,74.0,260.0,378.5,396.3,357.3,239.1,352.8,0.1,3.9,2327.6,117.6,482.0,1371.2,356.8,639984
tripura,1960,0.0,6.1,24.9,34.2,193.8,406.4,374.9,286.6,255.6,165.9,51.3,0.3,1799.9,6.1,252.8,1323.5,217.5,639984
tripura,1961,9.5,37.5,193.3,76.9,212.1,332.5,316.5,342.8,258.8,96.1,24.4,0.8,1901.2,47.0,482.4,1250.5,121.3,1142282
tripura,1962,11.2,26.6,5.4,139.8,156.6,554.6,298.8,356.6,142.5,130.4,0.0,0.0,1822.5,37.8,301.9,1352.4,130.4,1142282
tripura,1963,0.0,4.6,50.7,179.3,278.5,687.9,510.3,383.0,494.6,373.4,6.5,1.2,2970.0,4.6,508.4,2075.9,381.1,1142282
tripura,1964,4.0,37.1,67.9,280.6,303.2,357.8,484.4,242.0,213.3,284.7,46.3,7.5,2328.7,41.1,651.7,1297.4,338.4,1142282
tripura,1965,1.9,61.5,35.9,59.4,169.5,520.5,373.4,323.0,262.2,164.1,22.6,37.0,2031.0,63.4,264.7,1479.1,223.7,1142282
tripura,1966,15.0,2.7,39.8,85.3,190.3,666.8,399.3,405.0,361.5,207.0,40.9,65.1,2478.6,17.7,315.4,1832.6,313.0,1142282
tripura,1967,51.5,33.6,129.5,195.8,247.8,311.7,388.0,334.0,341.3,184.8,10.9,1.1,2229.9,85.0,573.1,1374.9,196.8,1142282
tripura,1968,17.3,20.9,80.9,142.2,253.8,396.1,531.9,391.0,178.3,68.9,28.7,0.0,2110.0,38.1,476.9,1497.4,97.6,1142282
tripura,1969,20.1,2.4,124.6,189.8,73.5,606.6,868.3,1347.2,228.1,126.3,23.2,0.0,3610.0,22.4,387.9,3050.2,149.5,1142282
tripura,1970,45.8,306.3,103.6,160.1,315.9,541.7,976.7,836.7,486.2,425.6,116.7,1.0,4316.2,352.1,579.6,2841.3,543.2,1142282
tripura,1971,28.4,67.6,12.4,312.6,248.0,543.2,624.0,553.1,421.2,171.3,94.6,4.5,3080.7,96.0,572.9,2141.5,270.5,1556342
tripura,1972,4.5,46.3,32.8,145.0,169.1,235.6,262.7,270.8,129.6,45.0,12.5,0.0,1353.8,50.7,347.0,898.7,57.5,1556342
tripura,1973,16.8,46.0,29.3,135.3,329.0,367.2,260.0,323.9,232.7,159.7,162.6,43.6,2105.8,62.7,493.5,1183.8,365.8,1556342
tripura,1974,8.9,2.4,98.7,160.7,218.8,438.1,517.3,361.5,273.4,167.8,81.8,0.2,2329.6,11.3,478.1,1590.3,249.9,1556342
tripura,1975,1.2,24.5,17.5,164.2,243.7,348.8,526.6,252.9,278.9,205.1,146.1,0.3,2209.7,25.7,425.3,1407.1,351.5,1556342
tripura,1976,3.3,51.3,113.7,187.8,287.1,861.1,507.8,365.0,175.1,64.8,34.2,0.1,2651.4,54.7,588.6,1909.0,99.2,1556342
tripura,1977,14.2,34.9,27.7,383.8,303.7,452.0,389.1,355.8,193.0,149.6,38.2,16.6,2358.5,49.1,715.1,1389.9,204.4,1556342
tripura,1978,0.7,4.0,51.6,147.5,449.4,496.7,357.8,277.0,273.9,70.4,21.6,0.0,2150.8,4.7,648.6,1405.5,92.0,1556342
tripura,1979,1.3,8.3,72.9,55.4,158.8,361.8,370.0,309.7,272.9,57.9,47.1,33.1,1749.2,9.6,287.1,1314.4,138.1,1556342
tripura,1980,7.2,42.4,101.6,145.7,461.5,373.3,327.4,312.1,364.4,168.5,0.1,0.7,2305.0,49.6,708.8,1377.3,169.3,1556342
tripura,1981,26.6,26.3,105.5,268.0,377.5,223.2,448.1,329.7,213.2,33.1,11.5,9.6,2072.2,53.0,750.9,1214.2,54.2,2053058
tripura,1982,0.1,54.8,73.8,224.6,103.3,371.9,373.6,466.3,284.5,32.8,38.1,3.7,2027.5,54.9,401.7,1496.3,74.5,2053058
tripura,1983,19.2,49.3,244.9,303.8,402.4,380.9,329.7,392.8,239.7,189.0,6.2,30.2,2588.0,68.4,951.1,1343.0,225.4,2053058
tripura,1984,17.4,1.8,5.1,121.1,743.0,514.6,255.3,387.2,250.2,120.4,9.1,28.8,2454.0,19.2,869.2,1407.3,158.3,2053058
tripura,1985,6.4,36.2,87.1,162.8,377.6,507.5,275.5,301.9,279.4,52.3,8.7,9.9,2105.3,42.6,627.5,1364.2,70.9,2053058
tripura,1986,8.8,7.3,17.7,263.4,153.0,325.5,376.9,364.6,355.8,311.7,131.2,26.3,2342.3,16.1,434.1,1422.8,469.3,2053058
tripura,1987,7.7,13.1,68.9,195.0,144.9,420.8,447.2,422.7,388.6,172.2,74.0,6.1,2361.3,20.8,408.8,1679.4,252.3,2053058
tripura,1988,0.4,33.6,83.5,141.9,470.2,466.4,540.0,407.4,298.6,298.6,75.3,4.3,2820.2,34.0,695.6,1712.4,378.2,2053058
tripura,1989,0.7,27.1,17.2,139.1,206.9,367.1,470.6,393.6,376.3,352.9,5.3,2.3,2359.0,27.8,363.2,1607.6,360.4,2053058
tripura,1990,0.2,32.5,197.6,274.9,314.6,380.0,387.9,344.7,339.4,168.2,99.3,42.9,2582.3,32.7,787.2,1452.0,310.4,2053058
tripura,1991,27.5,41.9,64.1,253.5,619.4,456.6,297.3,326.0,387.3,291.4,28.0,58.9,2851.9,69.4,937.0,1467.2,378.3,2757205
tripura,1992,4.4,67.1,23.3,95.7,250.2,343.8,439.1,397.2,323.6,243.2,25.4,8.5,2221.4,71.5,369.2,1503.6,277.1,2757205
tripura,1993,11.1,139.3,92.8,155.4,499.4,539.6,530.9,428.9,302.9,165.4,16.0,0.0,2881.7,150.4,747.7,1802.3,181.4,2757205
tripura,1994,9.5,30.1,219.3,134.7,130.7,256.2,305.7,335.7,161.6,102.0,27.0,0.0,1712.5,39.6,484.7,1059.2,129.0,2757205
tripura,1995,5.4,36.5,52.0,68.7,254.5,425.8,403.6,495.9,312.5,129.7,155.3,0.2,2340.2,41.9,375.2,1637.9,285.3,2757205
tripura,1996,8.1,30.0,153.9,97.3,284.2,314.0,395.1,363.5,341.3,179.7,18.8,8.7,2194.5,38.1,535.3,1413.9,207.2,2757205
tripura,1997,11.3,23.7,134.4,112.0,255.0,334.0,598.5,273.9,361.6,48.6,17.8,41.3,2212.0,35.1,501.4,1567.9,107.7,2757205
tripura,1998,28.1,31.6,136.4,164.6,352.2,297.6,480.6,367.3,222.3,97.9,46.5,0.3,2225.4,59.7,653.2,1367.9,144.7,2757205
tripura,1999,2.2,0.0,33.5,26.3,397.5,358.4,422.7,391.3,338.5,227.7,16.5,18.3,2233.0,2.2,457.3,1510.9,262.6,2757205
tripura,2000,22.5,26.1,129.1,214.2,403.6,325.4,269.2,465.0,298.3,185.2,24.2,1.1,2363.9,48.6,746.9,1357.9,210.4,2757205
tripura,2001,1.5,46.9,38.8,83.6,313.8,478.0,322.6,263.0,269.0,266.4,65.4,0.2,2149.0,48.4,436.1,1332.6,332.0,3191880
tripura,2002,18.6,3.9,62.7,143.8,438.7,351.6,462.2,358.4,225.7,98.9,71.9,6.0,2242.3,22.5,645.1,1397.8,176.9,3191880
tripura,2003,3.8,11.5,78.0,158.9,265.6,590.9,262.4,281.7,288.4,175.1,5.1,40.9,2162.2,15.3,502.4,1423.4,221.1,3191880
tripura,2004,4.8,2.7,11.0,341.5,211.0,449.2,558.6,284.3,351.0,132.7,6.4,0.5,2353.7,7.4,563.5,1643.2,139.6,3191880
tripura,2005,6.4,15.0,118.6,98.1,237.0,212.3,301.5,334.8,292.6,194.3,15.6,10.5,1836.7,21.4,453.7,1141.1,220.4,3191880
tripura,2006,0.6,12.4,5.5,111.1,382.2,445.6,335.0,241.6,231.1,90.4,13.0,3.7,1872.0,12.9,498.8,1253.2,107.1,3191880
tripura,2007,7.9,54.7,28.7,220.4,276.7,446.3,430.0,373.8,426.6,180.5,82.6,10.1,2538.2,62.6,525.8,1676.6,273.2,3191880
tripura,2008,30.7,13.8,49.6,54.9,200.8,327.4,333.3,358.6,223.7,150.2,4.7,1.2,1748.9,44.4,305.3,1243.0,156.1,3191880
tripura,2009,0.0,3.2,27.5,93.1,209.5,271.9,295.8,380.9,271.3,158.2,26.1,0.2,1737.7,3.2,330.1,1219.9,184.5,3191880
tripura,2010,1.0,7.9,85.8,161.5,294.0,411.6,367.5,393.2,309.8,220.2,9.2,33.5,2295.2,8.9,541.4,1482.0,262.9,3191880
tripura,2011,12.6,3.6,51.4,81.1,334.9,374.2,313.3,367.6,258.3,92.6,2.4,0.2,1892.1,16.1,467.4,1313.4,95.2,3671032
uttar pradesh,1951,43.8,19.1,56.5,12.7,14.0,146.1,280.2,500.8,368.2,19.2,20.7,0.1,1481.4,62.9,83.3,1295.3,40.0,60274800
uttar pradesh,1952,9.4,32.8,57.1,5.3,17.5,435.6,360.7,729.2,147.0,6.7,0.1,9.9,1811.2,42.1,80.0,1672.3,16.8,60274800
uttar pradesh,1953,69.3,6.8,1.3,9.3,22.3,203.0,864.3,516.5,328.7,4.7,0.0,2.2,2028.7,76.2,32.9,1912.7,7.0,60274800
uttar pradesh,1954,71.4,99.7,12.7,0.1,4.3,106.0,542.4,523.1,355.5,133.5,0.0,0.2,1849.0,171.1,17.0,1527.0,133.7,60274800
uttar pradesh,1955,79.2,15.3,3.6,5.2,6.6,300.2,729.3,606.0,446.9,292.8,0.0,0.1,2485.2,94.5,15.3,2082.5,292.9,60274800
uttar pradesh,1956,44.6,10.0,34.5,1.6,52.1,232.4,555.0,570.9,389.1,373.7,43.4,11.3,2318.5,54.6,88.1,1747.5,428.5,60274800
uttar pradesh,1957,103.9,0.7,47.1,6.4,3.4,98.7,649.6,564.6,442.2,23.3,3.3,17.7,1960.9,104.6,56.8,1755.1,44.3,60274800
uttar pradesh,1958,22.3,6.0,9.3,9.9,2.0,94.7,644.4,715.8,431.1,234.3,0.2,12.3,2182.2,28.3,21.1,1886.0,246.8,60274800
uttar pradesh,1959,99.5,8.1,10.5,5.4,70.1,63.3,437.6,555.7,192.7,176.1,18.5,0.0,1637.5,107.6,86.0,1249.3,194.5,60274800
uttar pradesh,1960,21.2,0.1,70.2,5.2,11.7,140.1,745.9,709.1,269.2,324.4,0.6,1.9,2299.8,21.4,87.2,1864.2,327.1,60274800
uttar pradesh,1961,69.2,58.7,0.1,3.7,14.2,166.1,587.6,874.5,268.3,344.9,2.5,22.4,2412.6,128.0,18.1,1896.5,369.9,70144160
uttar pradesh,1962,62.6,35.6,24.3,5.6,5.4,127.6,447.5,666.1,480.0,2.4,1.6,11.5,1870.2,98.2,35.3,1721.1,15.5,70144160
uttar pradesh,1963,28.4,7.4,15.2,12.1,29.1,170.8,486.2,701.3,425.6,25.2,18.9,6.0,1926.0,35.6,56.4,1783.9,50.1,70144160
uttar pradesh,1964,3.9,7.4,2.1,4.3,63.6,121.7,815.0,426.6,553.2,19.9,1.0,20.1,2038.6,11.3,69.9,1916.5,41.0,70144160
uttar pradesh,1965,10.1,11.1,20.5,40.4,13.3,25.1,419.9,433.0,310.1,73.2,0.5,1.9,1359.0,21.2,74.2,1188.0,75.6,70144160
uttar pradesh,1966,19.5,21.8,1.0,0.2,28.9,329.0,295.8,630.8,72.4,24.3,26.1,14.0,1463.8,41.3,30.1,1328.1,64.3,70144160
uttar pradesh,1967,2.6,0.2,64.9,10.5,11.9,132.8,528.3,952.9,379.4,7.5,2.8,92.6,2186.6,2.8,87.2,1993.6,102.9,70144160
uttar pradesh,1968,50.6,13.9,14.5,2.9,1.8,141.5,630.6,456.1,168.8,48.5,0.0,3.8,1533.3,64.5,19.2,1397.3,52.4,70144160
uttar pradesh,1969,8.6,5.6,12.9,11.8,53.9,76.3,681.5,584.6,431.7,7.2,28.7,0.0,1902.7,14.2,78.6,1774.2,35.8,70144160
uttar pradesh,1970,69.1,85.9,17.7,2.2,45.8,307.1,331.5,542.4,526.3,68.1,0.1,0.0,1996.1,154.9,65.6,1707.2,68.3,70144160
uttar pradesh,1971,26.6,24.1,10.0,51.1,99.2,341.6,579.9,667.2,347.5,160.1,6.7,0.0,2314.2,50.7,160.5,1936.3,166.9,83849775
uttar pradesh,1972,13.7,49.7,7.5,4.2,1.4,58.8,351.7,419.8,286.8,32.1,24.2,2.0,1252.0,63.4,13.1,1117.2,58.2,83849775
uttar pradesh,1973,19.2,31.0,3.3,0.0,25.8,199.6,508.6,549.8,261.6,160.7,0.2,1.8,1761.6,50.2,29.2,1519.4,162.8,83849775
uttar pradesh,1974,0.7,3.9,5.7,0.3,14.9,79.1,732.2,448.9,154.2,77.3,1.5,32.3,1551.1,4.6,20.8,1414.5,111.1,83849775
uttar pradesh,1975,26.9,15.4,20.1,1.6,10.5,394.6,679.0,558.1,445.8,62.9,0.0,0.0,2215.0,42.3,32.2,2077.5,62.9,83849775
uttar pradesh,1976,7.6,15.4,3.1,8.0,34.4,131.2,482.8,555.4,330.0,7.4,0.9,0.4,1576.7,22.9,45.6,1499.5,8.8,83849775
uttar pradesh,1977,26.2,6.5,0.3,29.8,53.6,136.4,837.8,385.8,304.6,94.2,1.0,32.3,1908.4,32.8,83.6,1664.6,127.5,83849775
uttar pradesh,1978,33.9,58.9,88.7,17.9,7.2,393.3,606.9,659.6,464.0,15.7,4.3,10.1,2360.5,92.7,113.9,2123.8,30.1,83849775
uttar pradesh,1979,72.7,79.2,12.9,9.1,41.9,141.9,561.4,187.8,58.2,20.2,52.2,17.0,1254.5,151.9,63.9,949.2,89.5,83849775
uttar pradesh,1980,7.5,9.0,28.2,0.7,17.7,258.1,902.5,814.1,369.1,35.9,1.6,28.8,2473.2,16.3,46.6,2343.9,66.3,83849775
uttar pradesh,1981,38.6,8.9,25.2,6.1,51.9,182.2,750.5,348.2,394.9,4.5,31.5,7.3,1849.7,47.6,83.3,1675.7,43.3,105113300
uttar pradesh,1982,65.2,18.2,102.1,34.9,85.4,173.2,446.3,720.0,363.7,19.1,34.9,16.6,2079.7,83.4,222.5,1703.2,70.6,105113300
uttar pradesh,1983,48.1,7.0,6.2,84.7,79.6,193.9,577.7,628.0,576.8,161.1,0.0,33.6,2396.5,55.1,170.5,1976.3,194.6,105113300
uttar pradesh,1984,48.7,51.0,2.0,16.8,11.0,421.4,529.9,472.0,280.7,18.9,0.0,5.4,1858.0,99.7,29.9,1704.0,24.4,105113300
uttar pradesh,1985,28.3,0.0,2.2,9.1,16.5,114.0,657.3,437.5,537.7,302.1,0.0,28.4,2133.1,28.3,27.8,1746.5,330.6,105113300
uttar pradesh,1986,21.9,83.0,6.6,9.5,55.8,212.2,503.6,426.3,226.7,46.7,3.1,55.5,1650.5,104.8,71.9,1368.7,105.1,105113300
uttar pradesh,1987,26.3,19.5,5.3,8.2,62.0,55.3,320.9,291.8,381.9,109.5,0.0,10.8,1291.5,45.9,75.5,1049.8,120.3,105113300
uttar pradesh,1988,5.8,22.5,44.0,22.0,23.5,192.6,693.4,777.7,241.9,69.6,0.0,27.6,2120.7,28.3,89.5,1905.7,97.2,105113300
uttar pradesh,1989,39.1,5.4,24.7,0.0,8.9,226.9,502.8,416.7,361.0,8.3,5.9,27.6,1627.2,44.5,33.6,1507.4,41.6,105113300
uttar pradesh,1990,0.0,110.1,18.7,2.5,72.1,181.6,823.0,408.1,404.3,15.7,3.5,24.8,2064.1,110.1,93.3,1817.0,43.8,105113300
uttar pradesh,1991,11.5,29.8,15.4,6.8,6.8,143.0,231.6,802.1,326.3,0.2,10.6,40.0,1623.9,41.3,29.0,1503.0,50.7,132062800
uttar pradesh,1992,23.2,18.4,4.3,1.5,21.9,77.3,440.2,539.3,370.5,171.3,16.2,0.0,1684.0,41.6,27.6,1427.3,187.5,132062800
uttar pradesh,1993,5.4,18.6,44.4,9.9,49.1,244.5,299.2,343.5,567.5,22.9,0.6,0.3,1605.9,23.9,103.5,1454.6,23.7,132062800
uttar pradesh,1994,46.2,42.0,0.1,21.9,14.1,200.0,595.1,590.3,197.2,10.0,0.3,0.1,1717.0,88.1,36.2,1582.4,10.4,132062800
uttar pradesh,1995,49.3,34.3,9.8,5.7,2.1,206.0,361.3,679.6,309.3,2.5,16.9,10.3,1687.3,83.6,17.7,1556.2,29.8,132062800
uttar pradesh,1996,80.4,95.4,3.3,2.9,4.9,231.2,411.3,688.3,317.8,116.0,0.0,0.0,1951.5,175.8,11.2,1648.5,116.0,132062800
uttar pradesh,1997,9.8,1.1,3.0,32.5,38.6,149.4,527.0,76.1,56.1,15.6,7.3,22.2,938.5,10.9,74.0,808.5,45.1,132062800
uttar pradesh,1998,12.8,16.7,37.7,15.6,30.5,126.8,491.7,590.7,148.0,54.1,3.7,0.0,1528.2,29.5,83.9,1357.1,57.7,132062800
uttar pradesh,1999,28.0,7.9,0.0,0.2,31.9,178.9,469.3,442.0,472.7,104.4,1.1,2.7,1739.2,36.0,32.1,1562.9,108.3,132062800
uttar pradesh,2000,11.4,28.2,4.6,12.6,62.2,342.1,492.1,443.6,301.8,1.3,18.1,0.2,1718.2,39.6,79.4,1579.6,19.6,132062800
uttar pradesh,2001,3.6,3.7,3.9,16.2,56.3,393.4,576.0,308.0,178.8,91.6,3.9,0.1,1635.5,7.4,76.4,1456.1,95.7,166053600
uttar pradesh,2002,31.8,63.7,2.6,3.2,50.7,79.6,131.3,464.4,444.8,27.3,1.8,13.2,1314.3,95.6,56.4,1120.1,42.3,166053600
uttar pradesh,2003,32.4,77.3,5.1,13.2,7.9,199.0,570.8,515.6,690.4,8.3,0.8,22.9,2143.9,109.7,26.3,1975.8,32.0,166053600
uttar pradesh,2004,43.4,2.5,0.0,28.7,47.5,220.3,343.7,398.1,210.5,93.5,0.8,0.3,1389.2,45.9,76.2,1172.5,94.6,166053600
uttar pradesh,2005,24.1,31.9,32.9,2.1,14.9,124.6,588.5,323.3,322.2,27.7,0.0,3.5,1496.0,56.0,49.9,1358.7,31.3,166053600
uttar pradesh,2006,0.5,0.0,30.9,11.8,61.2,174.0,510.7,224.8,117.2,25.8,1.9,2.5,1161.4,0.5,103.9,1026.8,30.2,166053600
uttar pradesh,2007,0.5,113.5,63.2,4.1,39.3,152.9,420.3,332.6,168.5,16.4,0.0,2.5,1313.7,114.0,106.5,1074.3,18.9,166053600
uttar pradesh,2008,4.0,2.6,0.2,7.0,40.9,417.5,600.1,457.0,203.6,15.4,4.6,0.0,1753.2,6.7,48.1,1678.3,20.0,166053600
uttar pradesh,2009,1.3,5.0,2.0,9.3,35.6,47.0,267.7,361.5,265.0,140.2,18.8,5.8,1159.4,6.3,46.9,941.3,164.9,166053600
uttar pradesh,2010,5.4,23.7,0.2,0.4,24.0,36.4,502.8,429.7,448.4,20.2,17.3,4.2,1512.9,29.0,24.7,1417.5,41.7,166053600
uttar pradesh,2011,3.1,13.1,5.5,5.7,61.8,339.7,413.8,464.4,248.1,1.3,0.5,1.5,1558.6,16.2,73.0,1466.1,3.3,199581477
uttarakhand,1951,54.0,41.8,46.8,30.7,61.7,74.0,200.9,403.0,204.2,13.5,43.8,0.1,1174.3,95.7,139.1,882.0,57.4,2946900
uttarakhand,1952,39.4,61.1,125.5,19.9,34.8,241.0,346.1,506.4,82.4,11.2,3.6,6.4,1477.8,100.5,180.2,1175.9,21.2,2946900
uttarakhand,1953,118.1,14.8,18.3,34.7,71.2,181.8,617.5,338.9,125.8,9.8,0.0,35.0,1565.8,132.9,124.2,1263.9,44.8,2946900
uttarakhand,1954,117.9,155.7,22.3,5.2,27.6,111.6,472.6,567.3,217.2,148.6,3.4,13.4,1862.9,273.6,55.0,1368.7,165.5,2946900
uttarakhand,1955,84.7,14.2,51.9,41.1,19.8,151.4,356.1,429.0,236.3,271.2,0.0,11.3,1666.9,98.9,112.8,1172.8,282.4,2946900
uttarakhand,1956,40.5,24.9,105.3,15.1,132.4,213.9,466.4,359.3,182.7,370.4,5.9,26.1,1943.0,65.4,252.8,1222.3,402.4,2946900
uttarakhand,1957,166.4,6.6,77.5,73.3,75.9,113.4,532.1,286.5,308.3,57.7,20.1,62.9,1780.7,173.0,226.7,1240.3,140.6,2946900
uttarakhand,1958,59.2,16.5,38.7,23.3,26.3,95.3,436.6,436.2,233.4,78.9,2.5,52.1,1499.0,75.6,88.3,1201.5,133.6,2946900
uttarakhand,1959,68.0,93.3,58.1,20.3,49.0,118.8,483.5,442.3,294.6,87.9,26.2,0.9,1743.0,161.2,127.4,1339.3,115.0,2946900
uttarakhand,1960,80.0,1.4,97.1,33.5,24.0,132.4,466.7,420.7,189.2,76.6,2.2,16.3,1540.1,81.5,154.6,1209.0,95.1,2946900
uttarakhand,1961,126.3,133.7,24.1,20.5,41.0,181.2,490.1,511.6,226.4,122.7,13.1,57.5,1948.3,260.0,85.6,1409.4,193.3,3611200
uttarakhand,1962,79.5,86.3,68.7,27.3,21.5,150.9,402.2,398.2,341.5,8.6,29.0,33.9,1647.4,165.8,117.4,1292.8,71.5,3611200
uttarakhand,1963,17.4,35.5,130.9,51.4,49.3,193.1,360.9,523.4,345.1,10.8,43.9,40.2,1802.0,52.8,231.6,1422.5,95.0,3611200
uttarakhand,1964,89.7,72.5,75.0,48.4,95.2,162.7,463.8,402.0,327.6,1.3,0.0,31.3,1769.6,162.2,218.6,1356.2,32.6,3611200
uttarakhand,1965,44.4,159.5,119.3,62.1,44.1,50.3,388.0,302.8,87.5,33.0,11.8,2.9,1305.7,204.0,225.4,828.6,47.7,3611200
uttarakhand,1966,3.2,86.6,48.9,17.8,76.7,270.0,363.0,410.3,125.7,35.1,15.3,13.3,1465.8,89.8,143.5,1168.9,63.6,3611200
uttarakhand,1967,11.0,35.0,112.5,26.0,23.2,122.6,436.3,518.7,146.5,22.0,22.4,79.9,1556.2,46.1,161.7,1224.0,124.3,3611200
uttarakhand,1968,173.1,122.8,62.9,49.0,15.0,218.6,393.6,280.6,109.6,13.0,1.4,38.9,1478.6,296.0,126.9,1002.4,53.3,3611200
uttarakhand,1969,79.8,43.1,49.0,60.7,77.0,89.6,381.0,483.5,345.6,25.3,0.2,1.0,1635.7,122.9,186.7,1299.6,26.5,3611200
uttarakhand,1970,85.9,44.0,32.7,5.7,68.9,192.9,319.2,355.3,157.8,30.0,0.8,0.2,1293.5,129.9,107.3,1025.3,31.1,3611200
uttarakhand,1971,52.4,101.4,45.3,69.0,270.2,297.8,332.8,377.0,155.9,79.5,22.0,0.3,1803.8,153.9,384.5,1163.6,101.9,4493800
uttarakhand,1972,30.3,91.7,44.7,50.5,7.4,62.8,315.4,218.8,212.6,18.8,7.9,17.0,1077.8,122.0,102.6,809.6,43.6,4493800
uttarakhand,1973,73.0,65.7,47.8,1.8,44.8,254.3,265.9,297.9,130.8,46.8,1.6,9.2,1239.7,138.7,94.5,948.9,57.6,4493800
uttarakhand,1974,56.8,28.0,18.2,12.2,22.1,86.5,392.9,347.3,102.6,46.9,4.5,43.6,1161.8,84.8,52.5,929.4,95.1,4493800
uttarakhand,1975,75.4,70.5,69.6,1.1,36.4,219.9,403.1,359.6,322.8,21.8,0.0,0.0,1580.3,145.8,107.1,1305.5,21.9,4493800
uttarakhand,1976,12.7,58.4,31.2,22.1,40.5,87.6,269.2,328.5,129.3,5.6,0.1,1.1,986.3,71.1,93.8,814.6,6.8,4493800
uttarakhand,1977,47.0,7.8,4.5,65.2,101.1,122.0,487.0,292.3,208.3,30.1,2.9,48.1,1416.3,54.7,170.8,1109.6,81.1,4493800
uttarakhand,1978,34.6,83.1,187.3,51.2,51.8,291.0,414.3,528.4,324.8,16.9,43.7,4.3,2031.4,117.7,290.2,1558.5,65.0,4493800
uttarakhand,1979,50.6,68.4,65.9,23.6,64.0,110.2,323.5,276.1,37.7,11.7,8.2,32.4,1072.3,119.0,153.5,747.5,52.3,4493800
uttarakhand,1980,21.7,55.7,60.3,15.6,21.3,175.0,466.0,322.7,133.5,37.3,2.4,21.9,1333.5,77.4,97.3,1097.2,61.6,4493800
uttarakhand,1981,67.6,27.8,81.3,23.7,77.4,162.1,488.1,263.5,103.1,4.6,42.1,15.0,1356.1,95.4,182.3,1016.7,61.7,5726550
uttarakhand,1982,61.9,58.6,143.2,78.2,77.1,90.6,264.0,435.1,110.7,17.8,1.4,33.5,1372.1,120.5,298.5,900.4,52.7,5726550
uttarakhand,1983,80.9,45.5,92.1,132.9,101.0,114.1,261.3,312.9,320.0,53.8,1.6,9.1,1525.3,126.4,326.1,1008.3,64.5,5726550
uttarakhand,1984,19.6,128.9,14.6,42.0,27.5,300.1,359.3,237.7,173.5,3.2,2.6,30.1,1339.1,148.5,84.0,1070.6,35.9,5726550
uttarakhand,1985,54.3,9.6,14.0,40.9,63.5,104.4,451.7,389.4,228.2,220.5,3.0,74.1,1653.7,63.9,118.4,1173.8,297.6,5726550
uttarakhand,1986,3.8,68.4,85.4,70.7,149.7,141.6,418.3,281.7,155.5,61.6,13.8,63.9,1514.5,72.2,305.9,997.1,139.3,5726550
uttarakhand,1987,29.8,61.7,30.3,48.8,148.0,55.9,190.3,261.0,123.9,20.2,0.2,17.1,987.3,91.5,227.1,631.1,37.5,5726550
uttarakhand,1988,18.1,81.6,136.5,26.3,45.3,129.7,490.9,390.8,202.0,16.6,0.9,63.7,1602.4,99.7,208.1,1213.4,81.2,5726550
uttarakhand,1989,91.0,14.7,30.3,9.9,28.5,117.9,333.4,386.6,183.5,12.3,17.3,38.2,1263.8,105.7,68.7,1021.4,67.9,5726550
uttarakhand,1990,0.8,97.1,91.3,20.4,81.6,120.3,473.0,413.6,179.1,14.6,6.1,67.1,1564.9,97.9,193.3,1185.8,87.8,5726550
uttarakhand,1991,13.2,58.0,52.0,51.6,21.2,81.8,219.8,346.7,126.4,0.5,10.1,39.4,1020.7,71.2,124.8,774.6,50.1,7051600
uttarakhand,1992,71.3,32.5,46.1,2.9,31.5,117.5,254.4,385.1,152.4,9.0,5.4,0.0,1108.1,103.8,80.5,909.4,14.5,7051600
uttarakhand,1993,77.1,70.3,162.8,19.8,71.7,144.7,309.4,282.3,447.0,1.5,7.4,0.0,1594.1,147.3,254.4,1183.5,8.8,7051600
uttarakhand,1994,56.7,84.2,11.0,69.8,75.6,112.1,476.9,428.2,98.0,5.3,1.7,22.3,1441.7,140.9,156.4,1115.1,29.3,7051600
uttarakhand,1995,98.9,123.6,79.9,41.4,34.6,138.5,358.3,430.7,282.8,5.1,2.1,20.2,1616.1,222.6,155.8,1210.2,27.5,7051600
uttarakhand,1996,49.7,89.6,67.1,28.4,18.3,181.6,308.1,441.1,185.6,31.4,0.5,0.0,1401.4,139.4,113.8,1116.4,31.9,7051600
uttarakhand,1997,42.1,14.9,31.2,90.5,56.1,129.8,290.0,73.3,36.4,9.9,10.8,18.5,803.4,57.0,177.9,529.5,39.1,7051600
uttarakhand,1998,9.6,68.4,106.2,73.0,78.5,163.3,242.9,260.0,120.0,75.5,1.2,0.0,1198.6,78.0,257.7,786.2,76.7,7051600
uttarakhand,1999,33.0,11.4,1.4,1.2,50.5,158.9,389.0,285.5,217.9,32.0,0.1,4.7,1185.5,44.4,53.1,1051.2,36.8,7051600
uttarakhand,2000,29.9,69.4,37.9,18.1,83.3,313.9,420.1,536.1,195.3,1.1,7.0,0.7,1712.9,99.3,139.4,1465.4,8.8,7051600
uttarakhand,2001,22.7,27.9,83.4,48.2,109.1,297.3,493.0,371.7,68.3,6.3,1.4,15.1,1544.4,50.6,240.7,1230.3,22.9,8489100
uttarakhand,2002,53.8,123.2,100.0,76.3,82.3,139.6,205.7,465.4,301.3,19.9,3.0,4.2,1574.7,177.0,258.5,1112.1,27.1,8489100
