subdivision,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,Decade Population
uttarakhand,2003,40.7,126.0,99.7,54.1,67.1,145.2,515.3,416.2,239.9,1.8,4.8,23.6,1734.3,166.7,220.9,1316.6,30.2,8489100
uttarakhand,2004,58.5,11.7,0.0,51.5,66.0,130.7,400.9,326.3,96.8,70.7,0.8,5.7,1219.6,70.2,117.6,954.7,77.1,8489100
uttarakhand,2005,64.1,83.2,54.2,12.8,52.1,74.0,400.1,249.2,337.9,14.1,2.2,4.3,1348.2,147.3,119.1,1061.3,20.5,8489100
uttarakhand,2006,48.7,9.6,71.7,52.2,120.5,104.2,345.6,294.7,79.1,18.8,6.8,27.0,1178.9,58.3,244.4,823.7,52.6,8489100
uttarakhand,2007,1.7,138.9,123.1,41.1,78.8,139.9,522.9,502.8,325.6,25.1,7.8,16.7,1924.3,140.6,243.0,1491.2,49.6,8489100
uttarakhand,2008,55.6,11.7,18.1,93.0,67.3,332.4,313.3,245.8,190.8,23.1,11.9,0.6,1363.7,67.3,178.4,1082.3,35.7,8489100
uttarakhand,2009,1.8,27.6,18.8,18.4,77.6,41.9,157.5,202.6,206.6,81.3,12.6,0.9,847.8,29.4,114.8,608.7,94.9,8489100
uttarakhand,2010,11.4,62.1,3.8,13.8,47.0,72.7,455.8,335.7,389.7,8.0,4.5,19.5,1424.0,73.6,64.5,1253.9,32.0,8489100
uttarakhand,2011,30.9,65.2,18.0,30.9,84.2,223.1,433.3,523.7,148.4,3.4,1.2,2.3,1564.7,96.1,133.1,1328.5,6.9,10116752
west bengal,1951,1.0,0.9,84.8,82.4,307.2,727.2,1031.8,764.0,526.2,298.0,73.3,0.4,3897.1,1.9,474.4,3049.0,371.9,26300670
west bengal,1952,1.6,23.3,104.1,267.9,497.8,748.0,1144.0,767.6,777.0,308.4,23.2,3.7,4666.4,24.8,869.8,3436.5,335.2,26300670
west bengal,1953,54.0,24.8,92.9,78.1,315.1,738.8,1113.5,658.6,819.2,161.7,39.0,4.1,4099.8,78.9,486.1,3330.1,204.8,26300670
west bengal,1954,28.0,16.1,10.3,82.7,397.5,1052.6,1163.2,711.3,497.9,142.4,2.2,31.5,4135.6,44.1,490.5,3424.9,176.0,26300670
west bengal,1955,7.5,5.1,46.0,95.8,268.5,715.7,1403.4,878.1,553.1,203.2,80.0,4.7,4261.1,12.6,410.4,3550.3,287.9,26300670
west bengal,1956,19.3,35.3,93.3,190.5,562.5,1091.2,725.3,782.2,676.3,373.4,42.8,7.5,4599.7,54.5,846.3,3275.1,423.8,26300670
west bengal,1957,153.2,35.5,34.2,16.6,184.1,662.0,962.7,736.5,447.8,111.9,7.8,3.8,3356.0,188.8,234.8,2809.0,123.4,26300670
west bengal,1958,20.8,43.1,28.1,158.5,327.7,583.0,780.4,1113.2,647.9,254.9,10.7,3.0,3971.4,64.0,514.3,3124.5,268.6,26300670
west bengal,1959,133.3,18.4,81.6,139.8,310.1,774.4,811.9,620.2,825.2,676.2,1.2,0.5,4393.0,151.8,531.6,3031.9,678.0,26300670
west bengal,1960,0.7,7.9,82.9,5.7,415.5,524.7,1101.0,704.6,869.3,143.0,0.6,0.0,3856.0,8.6,504.2,3199.7,143.5,26300670
west bengal,1961,22.6,114.7,26.4,52.9,370.4,723.3,620.3,794.8,632.4,228.5,2.9,5.5,3594.6,137.2,449.7,2770.9,236.9,34926000
west bengal,1962,41.8,34.8,20.4,111.7,399.0,722.7,757.7,872.5,513.1,218.4,0.4,2.7,3695.3,76.6,531.2,2866.1,221.4,34926000
west bengal,1963,2.5,3.1,37.9,165.5,427.2,668.2,953.7,779.0,538.6,284.0,31.2,3.5,3894.2,5.4,630.6,2939.5,318.7,34926000
west bengal,1964,2.7,12.3,27.4,185.3,269.4,749.4,1363.3,656.9,706.7,275.0,11.4,0.1,4259.9,15.0,482.1,3476.3,286.5,34926000
west bengal,1965,0.5,55.9,94.7,102.3,277.7,672.2,987.2,1117.2,566.0,119.6,33.0,0.4,4026.4,56.3,474.6,3342.7,152.8,34926000
west bengal,1966,62.6,12.0,8.1,69.8,275.1,583.5,910.2,919.4,544.5,185.8,53.0,10.1,3634.0,74.6,353.0,2957.6,248.9,34926000
west bengal,1967,54.8,3.4,143.7,150.6,266.7,859.1,1149.4,642.9,735.6,181.0,9.2,12.5,4208.9,58.2,561.0,3387.0,202.7,34926000
west bengal,1968,32.0,12.3,42.0,103.4,272.8,1015.5,1245.8,1066.4,630.0,430.2,125.1,1.1,4976.5,44.3,418.1,3957.6,556.4,34926000
west bengal,1969,16.2,7.9,66.0,157.7,362.3,644.6,826.7,866.2,732.1,91.7,57.3,0.2,3828.9,24.3,586.1,3069.5,149.2,34926000
west bengal,1970,28.8,28.5,38.4,179.3,226.2,879.8,1016.2,645.2,1033.4,255.7,19.1,0.0,4350.8,57.3,444.0,3574.6,275.0,34926000
west bengal,1971,59.0,35.5,67.8,414.0,366.6,1017.9,1072.0,1115.4,628.2,492.2,56.2,1.9,5326.6,94.5,848.5,3833.4,550.3,44312017
west bengal,1972,12.2,84.7,56.2,150.7,312.6,583.1,878.6,878.3,629.6,146.5,14.4,0.9,3747.8,96.8,519.5,2969.6,161.8,44312017
west bengal,1973,15.1,44.8,108.4,108.9,458.5,884.0,731.4,759.7,875.7,487.9,37.5,27.8,4539.8,59.9,675.8,3250.8,553.3,44312017
west bengal,1974,22.7,2.5,177.5,240.6,433.5,604.5,1265.3,990.8,743.5,315.3,7.6,8.3,4812.3,25.2,851.7,3604.0,331.2,44312017
west bengal,1975,30.3,48.6,26.2,121.8,316.9,649.8,1173.1,594.9,802.0,316.2,43.6,6.6,4129.8,78.8,464.9,3219.7,366.4,44312017
west bengal,1976,8.8,83.8,48.0,160.3,436.6,798.1,828.5,951.3,485.5,165.2,66.7,1.8,4034.5,92.5,644.9,3063.4,233.6,44312017
west bengal,1977,18.3,40.2,74.9,335.5,484.5,875.4,953.8,957.2,487.3,350.3,108.8,60.8,4747.1,58.5,894.9,3273.7,519.9,44312017
west bengal,1978,16.1,39.1,99.8,186.5,429.6,768.5,819.3,623.1,968.3,211.7,71.4,17.2,4250.3,55.2,715.7,3179.0,300.3,44312017
west bengal,1979,24.1,54.1,23.5,128.6,164.3,544.6,1038.1,662.0,594.0,334.5,43.2,58.5,3669.6,78.2,316.4,2838.8,436.2,44312017
west bengal,1980,27.1,67.4,138.2,152.2,410.0,789.5,1177.6,935.8,658.5,309.8,0.9,2.4,4669.6,94.5,700.5,3561.6,313.2,44312017
west bengal,1981,62.5,86.9,142.6,296.4,524.6,790.0,1250.8,868.6,703.2,49.7,13.0,90.1,4878.3,149.4,963.6,3612.6,152.8,54580650
west bengal,1982,2.6,45.7,134.2,196.5,211.6,695.0,974.0,614.4,442.7,83.3,37.9,10.6,3448.7,48.3,542.3,2726.1,131.9,54580650
west bengal,1983,35.8,96.1,82.3,131.9,467.8,746.8,966.0,661.0,783.2,292.7,4.3,34.4,4302.4,131.9,682.0,3157.0,331.4,54580650
west bengal,1984,48.4,13.9,43.2,173.9,442.7,1071.7,1069.9,807.0,601.9,290.9,5.1,11.5,4580.1,62.3,659.8,3550.5,307.5,54580650
west bengal,1985,13.1,52.5,52.0,93.6,458.2,813.1,1193.7,713.3,666.3,349.1,19.2,27.3,4451.3,65.7,603.6,3386.4,395.6,54580650
west bengal,1986,10.9,12.1,15.0,170.9,298.2,664.3,858.8,544.4,1016.1,416.6,121.9,27.0,4156.4,23.0,484.1,3083.7,565.5,54580650
west bengal,1987,4.6,42.4,98.7,229.3,239.7,597.9,1219.3,1309.6,792.9,184.4,49.3,8.9,4777.0,47.0,567.8,3919.7,242.6,54580650
west bengal,1988,8.5,47.5,124.7,141.8,378.1,813.7,1131.6,1283.1,653.7,176.4,57.9,6.0,4822.9,56.0,644.6,3882.0,240.3,54580650
west bengal,1989,21.4,46.5,51.9,63.5,532.0,869.5,1044.3,699.2,877.8,204.4,34.4,35.9,4480.9,67.9,647.3,3490.8,274.7,54580650
west bengal,1990,6.0,172.1,199.1,237.6,505.8,822.9,1334.3,1152.9,741.3,289.2,48.3,17.2,5526.6,178.0,942.6,4051.4,354.7,54580650
west bengal,1991,69.3,35.6,87.5,137.2,349.8,948.8,973.8,832.2,938.7,193.4,17.3,97.9,4681.5,104.9,574.5,3693.4,308.6,68077970
west bengal,1992,24.0,96.2,26.1,109.0,380.4,568.0,1143.9,712.1,503.0,191.7,9.4,9.7,3773.4,120.2,515.5,2927.1,210.7,68077970
west bengal,1993,37.9,39.0,99.6,215.5,436.7,778.1,1003.9,879.3,773.6,323.0,66.6,2.4,4655.6,76.9,751.8,3434.9,392.1,68077970
west bengal,1994,73.4,103.8,121.4,190.3,341.3,698.1,783.4,690.5,468.2,167.2,18.1,2.2,3658.1,177.2,653.1,2640.4,187.5,68077970
west bengal,1995,38.1,71.2,59.3,94.3,552.5,1044.4,1176.4,952.2,1050.0,186.1,249.1,20.2,5493.8,109.3,706.2,4223.0,455.4,68077970
west bengal,1996,41.9,47.4,69.9,124.2,469.2,670.6,1114.9,1017.1,481.4,263.2,4.5,0.0,4304.3,89.3,663.1,3284.0,267.8,68077970
west bengal,1997,37.6,54.9,120.6,221.3,265.1,832.9,925.4,866.3,687.9,69.1,46.8,81.4,4209.1,92.5,607.0,3312.3,197.2,68077970
west bengal,1998,66.5,68.0,253.9,207.1,341.3,807.3,1149.8,1126.1,775.2,400.5,90.2,2.1,5287.8,134.4,802.3,3858.3,492.7,68077970
west bengal,1999,8.8,6.9,19.5,166.5,553.3,819.3,1236.9,1127.0,871.9,441.3,24.4,4.5,5280.3,15.7,739.3,4055.1,470.2,68077970
west bengal,2000,20.2,94.1,58.9,239.1,541.5,855.2,915.8,676.5,894.2,159.1,24.2,1.3,4480.1,114.3,839.4,3341.7,184.6,68077970
west bengal,2001,4.3,22.4,83.0,184.2,523.0,856.4,668.3,673.2,640.8,446.4,45.4,5.9,4153.2,26.7,790.2,2838.5,497.8,80221300
west bengal,2002,56.4,11.5,122.2,314.5,295.8,754.9,1024.9,695.9,666.5,147.2,59.6,10.9,4160.3,67.9,732.5,3142.1,217.7,80221300
west bengal,2003,17.5,90.9,160.1,207.7,293.6,797.1,956.4,593.3,476.4,564.5,25.3,36.9,4220.0,108.5,661.5,2823.3,626.8,80221300
west bengal,2004,23.2,13.1,55.4,226.3,360.4,777.0,990.2,746.3,659.0,419.1,9.0,5.2,4284.1,36.3,642.2,3172.4,433.3,80221300
west bengal,2005,46.3,32.8,214.9,197.3,336.4,646.6,1058.8,791.2,451.2,622.8,8.8,5.4,4412.6,79.2,748.6,2947.7,637.0,80221300
west bengal,2006,1.5,20.0,50.4,179.8,391.3,667.2,956.8,615.3,837.7,168.1,26.2,8.2,3922.6,21.6,621.5,3077.0,202.5,80221300
west bengal,2007,7.0,137.3,85.9,198.8,313.8,711.4,1296.4,740.4,918.5,135.3,33.4,2.0,4580.3,144.3,598.4,3666.7,170.7,80221300
west bengal,2008,82.6,34.5,91.3,184.6,265.8,941.0,996.1,888.5,564.0,170.2,16.9,9.7,4245.1,117.1,541.8,3389.6,196.7,80221300
west bengal,2009,8.4,41.7,72.9,117.8,537.7,420.3,733.7,901.1,469.2,312.4,18.5,5.9,3639.6,50.1,728.4,2524.2,336.9,80221300
west bengal,2010,5.8,29.9,85.6,192.5,463.4,747.4,789.7,653.9,500.7,162.4,14.2,31.9,3677.1,35.7,741.3,2691.5,208.5,80221300
west bengal,2011,11.0,22.6,111.7,210.0,380.4,854.3,832.2,913.5,652.2,83.6,28.0,5.7,4105.2,33.6,702.0,3252.2,117.3,91347736
